city,year,weekofyear,week_start_date,total_cases,T,P,H,V,T_lag1,P_lag1,P_lag2,P_lag3,sin_season,cos_season
sj,1990,35,1990-08-27,28,27.864285714050006,27.32,83.00628608466081,0.283033925,27.80357142845002,18.9,67.725,20.1,0.992708874098054,-0.12053668025532288
sj,1990,36,1990-09-03,24,27.90714285730001,21.53,76.79468220803997,0.23742115,27.864285714050006,27.32,18.9,67.725,0.9709418174260521,-0.2393156642875575
sj,1990,37,1990-09-10,20,28.164285714350008,45.230000000000004,81.17116726098462,0.2091875,27.90714285730001,21.53,27.32,18.9,0.9350162426854148,-0.35460488704253545
sj,1990,38,1990-09-17,40,27.49642857145,73.515,81.47816836034448,0.2348244,28.164285714350008,45.230000000000004,21.53,27.32,0.8854560256532099,-0.4647231720437685
sj,1990,39,1990-09-24,27,27.896428571450024,33.595,76.60769046812017,0.20516489999999998,27.49642857145,73.515,45.230000000000004,21.53,0.8229838658936565,-0.5680647467311557
sj,1990,40,1990-10-01,42,28.235714285700023,21.439999999999998,78.26045713146732,0.20799285,27.896428571450024,33.595,73.515,45.230000000000004,0.7485107481711013,-0.663122658240795
sj,1990,41,1990-10-08,33,27.710714285800023,54.56,83.84602757693882,0.14397084999999998,28.235714285700023,21.439999999999998,33.595,73.515,0.6631226582407952,-0.7485107481711012
sj,1990,42,1990-10-15,43,26.892857142799997,102.67500000000001,85.20506428492507,0.12945662646923445,27.710714285800023,54.56,21.439999999999998,33.595,0.5680647467311558,-0.8229838658936564
sj,1990,43,1990-10-22,37,26.332142857200008,109.265,85.07341879356187,0.12217679999999999,26.892857142799997,102.67500000000001,54.56,21.439999999999998,0.46472317204376906,-0.8854560256532096
sj,1990,44,1990-10-29,57,27.300000000200015,53.824999999999996,82.59998428772379,0.262395825,26.332142857200008,109.265,102.67500000000001,54.56,0.35460488704253584,-0.9350162426854147
sj,1990,45,1990-11-05,71,27.678571428699996,13.530000000000001,81.5189527800238,0.17483305000000002,27.300000000200015,53.824999999999996,109.265,102.67500000000001,0.23931566428755768,-0.970941817426052
sj,1990,46,1990-11-12,44,27.446428571450014,29.45,75.38623536111646,0.23266784999999998,27.678571428699996,13.530000000000001,53.824999999999996,109.265,0.12053668025532308,-0.992708874098054
sj,1990,47,1990-11-19,56,26.642857143000008,14.82,77.81255048593347,0.21489165,27.446428571450014,29.45,13.530000000000001,53.824999999999996,-3.216245299353273e-16,-1.0
sj,1990,48,1990-11-26,53,25.657142857000004,30.155,81.28800530726488,0.167915775,26.642857143000008,14.82,29.45,13.530000000000001,-0.12053668025532283,-0.992708874098054
sj,1990,49,1990-12-03,52,25.760714285850014,39.480000000000004,79.47543534173495,0.17922082499999997,25.657142857000004,30.155,14.82,29.45,-0.23931566428755743,-0.9709418174260521
sj,1990,50,1990-12-10,47,24.907142857350017,1.4,68.46293899595219,0.19609535,25.760714285850014,39.480000000000004,30.155,14.82,-0.3546048870425356,-0.9350162426854148
sj,1990,51,1990-12-17,26,25.47142857165,36.125,79.74217320543355,0.280896425,24.907142857350017,1.4,39.480000000000004,30.155,-0.46472317204376806,-0.8854560256532101
sj,1990,52,1990-12-24,27,25.046428571550003,10.45,69.55563437954632,0.22815554999999998,25.47142857165,36.125,1.4,39.480000000000004,-0.5680647467311556,-0.8229838658936566
sj,1991,1,1991-01-01,21,24.18571428585001,2.65,72.76276818678434,0.15144525,25.046428571550003,10.45,36.125,1.4,-0.663122658240795,-0.7485107481711013
sj,1991,2,1991-01-08,21,24.796428571650022,23.775,76.2409324178689,0.17845332068282896,24.18571428585001,2.65,10.45,36.125,-0.7485107481711011,-0.6631226582407952
sj,1991,3,1991-01-15,26,24.87499999995001,8.25,77.87664254833945,0.2901384893483137,24.796428571650022,23.775,2.65,10.45,-0.8229838658936564,-0.5680647467311559
sj,1991,4,1991-01-22,34,24.857142857150002,3.4,70.98331563782713,0.26610475,24.87499999995001,8.25,23.775,2.65,-0.8854560256532096,-0.4647231720437691
sj,1991,5,1991-01-29,37,24.95357142880001,2.95,71.32900834046708,0.194395525,24.857142857150002,3.4,8.25,23.775,-0.9350162426854147,-0.3546048870425359
sj,1991,6,1991-02-05,17,24.917857143050007,3.65,75.289209296664,0.2723774,24.95357142880001,2.95,3.4,8.25,-0.970941817426052,-0.23931566428755774
sj,1991,7,1991-02-12,19,24.553571428450013,11.825,78.2805416168978,0.20897145,24.917857143050007,3.65,2.95,3.4,-0.992708874098054,-0.12053668025532357
sj,1991,8,1991-02-19,25,25.153571428450014,8.9,79.12194345200632,0.11106364349362075,24.553571428450013,11.825,3.65,2.95,-1.0,-1.8369701987210297e-16
sj,1991,9,1991-02-26,18,24.967857143050022,31.244999999999997,77.2077375813183,0.176938325,25.153571428450014,8.9,11.825,3.65,-0.992708874098054,0.1205366802553232
sj,1991,10,1991-03-05,21,25.471428571650023,5.45,76.60088001249686,0.2347232,24.967857143050022,31.244999999999997,8.9,11.825,-0.9709418174260521,0.23931566428755738
sj,1991,11,1991-03-12,17,25.20714285730001,1.8,77.56153423839126,0.1997148211199283,25.471428571650023,5.45,31.244999999999997,8.9,-0.9350162426854148,0.35460488704253557
sj,1991,12,1991-03-19,17,25.274999999850014,2.85,77.2894833128336,0.153153575,25.20714285730001,1.8,5.45,31.244999999999997,-0.8854560256532101,0.464723172043768
sj,1991,13,1991-03-26,16,25.300000000050026,13.45,79.33094132898904,0.24979849999999998,25.274999999850014,2.85,1.8,5.45,-0.822983865893657,0.5680647467311548
sj,1991,14,1991-04-02,16,24.639285714450015,8.51,75.33214732693577,0.217102675,25.300000000050026,13.45,2.85,1.8,-0.7485107481711011,0.6631226582407952
sj,1991,15,1991-04-09,15,24.90357142850001,12.4,78.92773993403468,0.203675,24.639285714450015,8.51,13.45,2.85,-0.6631226582407955,0.7485107481711007
sj,1991,16,1991-04-16,23,24.87857142865002,31.985,73.0047360347987,0.13737917500000002,24.90357142850001,12.4,8.51,13.45,-0.5680647467311559,0.8229838658936564
sj,1991,17,1991-04-23,16,25.807142857300022,18.11,77.98200421646246,0.1838966164922603,24.87857142865002,31.985,12.4,8.51,-0.4647231720437684,0.88545602565321
sj,1991,18,1991-04-30,17,26.617857142650017,1.4,78.75171578783107,0.180521125,25.807142857300022,18.11,31.985,12.4,-0.35460488704253595,0.9350162426854147
sj,1991,19,1991-05-07,12,26.249999999800007,37.790000000000006,79.28054913493341,0.12842409999999999,26.617857142650017,1.4,18.11,31.985,-0.2393156642875578,0.970941817426052
sj,1991,20,1991-05-14,17,25.89285714280001,18.479999999999997,79.81275931815598,0.09872881825092829,26.249999999800007,37.790000000000006,1.4,18.11,-0.12053668025532363,0.992708874098054
sj,1991,21,1991-05-21,10,26.346428571350017,27.38,81.55652765462233,0.1082958425,25.89285714280001,18.479999999999997,37.790000000000006,1.4,6.432490598706546e-16,1.0
sj,1991,22,1991-05-28,15,26.839285714450007,30.485,80.7883481654404,0.19274585,26.346428571350017,27.38,18.479999999999997,37.790000000000006,0.12053668025532314,0.992708874098054
sj,1991,23,1991-06-04,19,27.33571428570001,14.34,75.4724439757909,0.11459464999999999,26.839285714450007,30.485,27.38,18.479999999999997,0.23931566428755732,0.9709418174260521
sj,1991,24,1991-06-11,21,27.574999999800017,7.745,76.54377053546685,0.153241675,27.33571428570001,14.34,30.485,27.38,0.3546048870425355,0.9350162426854148
sj,1991,25,1991-06-18,14,27.874999999800007,23.775,80.87952814429464,0.103180375,27.574999999800017,7.745,14.34,30.485,0.46472317204376795,0.8854560256532102
sj,1991,26,1991-06-25,18,27.12142857165001,43.080000000000005,82.54716840780836,0.1362518,27.874999999800007,23.775,7.745,14.34,0.5680647467311555,0.8229838658936566
sj,1991,27,1991-07-02,13,27.30357142870001,25.7,81.54482487228483,0.16916164131445832,27.12142857165001,43.080000000000005,23.775,7.745,0.6631226582407952,0.7485107481711011
sj,1991,28,1991-07-09,14,27.71785714265,5.365,77.43370033618449,0.13972310996302448,27.30357142870001,25.7,43.080000000000005,23.775,0.7485107481711007,0.6631226582407956
sj,1991,29,1991-07-16,18,27.99642857150001,20.935000000000002,77.90631965886348,0.09535287995026767,27.71785714265,5.365,25.7,43.080000000000005,0.8229838658936558,0.5680647467311567
sj,1991,30,1991-07-23,23,27.41428571450001,49.84,80.97319450712217,0.0888125,27.99642857150001,20.935000000000002,5.365,25.7,0.8854560256532099,0.46472317204376845
sj,1991,31,1991-07-30,25,27.692857142700024,33.205,81.57013928689045,0.1176126867544575,27.41428571450001,49.84,20.935000000000002,5.365,0.9350162426854147,0.354604887042536
sj,1991,32,1991-08-06,62,27.607142857000014,12.895,81.81664739152751,0.14687319999999998,27.692857142700024,33.205,49.84,20.935000000000002,0.970941817426052,0.23931566428755785
sj,1991,33,1991-08-13,60,28.4642857143,1.65,78.63169070693024,0.12543492956886132,27.607142857000014,12.895,33.205,49.84,0.9927088740980539,0.12053668025532369
sj,1991,34,1991-08-20,76,28.25357142870001,26.69,80.00309092670143,0.106820725,28.4642857143,1.65,12.895,33.205,1.0,3.061616997868383e-16
sj,1991,35,1991-08-27,66,27.603571428550005,32.95,81.32520259286498,0.1344475,28.25357142870001,26.69,1.65,12.895,0.992708874098054,-0.12053668025532309
sj,1991,36,1991-09-03,64,27.971428571449998,46.550000000000004,82.11837870049746,0.125484825,27.603571428550005,32.95,26.69,1.65,0.9709418174260519,-0.23931566428755813
sj,1991,37,1991-09-10,68,28.228571428700008,47.28,78.30191750314788,0.13032655,27.971428571449998,46.550000000000004,32.95,26.69,0.9350162426854148,-0.35460488704253545
sj,1991,38,1991-09-17,89,28.182142857150023,18.715,80.58288936113094,0.149994025,28.228571428700008,47.28,46.550000000000004,32.95,0.8854560256532102,-0.4647231720437679
sj,1991,39,1991-09-24,92,27.521428571450016,52.675,81.40217721242828,0.176517875,28.182142857150023,18.715,47.28,46.550000000000004,0.8229838658936571,-0.5680647467311547
sj,1991,40,1991-10-01,140,27.142857142950024,29.09,82.31638988247977,0.167094275,27.521428571450016,52.675,18.715,47.28,0.7485107481711012,-0.6631226582407952
sj,1991,41,1991-10-08,116,27.08928571405,20.200000000000003,80.13323452157277,0.12481249999999999,27.142857142950024,29.09,52.675,18.715,0.6631226582407956,-0.7485107481711006
sj,1991,42,1991-10-15,142,27.657142856950003,12.295,79.29823730329022,0.089657875,27.08928571405,20.200000000000003,29.09,52.675,0.5680647467311568,-0.8229838658936557
sj,1991,43,1991-10-22,129,27.3357142858,26.87,76.50433476265263,0.17342142500000002,27.657142856950003,12.295,20.200000000000003,29.09,0.4647231720437685,-0.8854560256532099
sj,1991,44,1991-10-29,140,27.47857142865,38.705,78.69600029373132,0.10938335,27.3357142858,26.87,12.295,20.200000000000003,0.35460488704253607,-0.9350162426854146
sj,1991,45,1991-11-05,140,26.657142857350017,42.16,80.55505228524102,0.08516725,27.47857142865,38.705,26.87,12.295,0.23931566428755877,-0.9709418174260518
sj,1991,46,1991-11-12,127,26.146428571549997,53.465,83.09043140782677,0.14995,26.657142857350017,42.16,38.705,26.87,0.12053668025532287,-0.992708874098054
sj,1991,47,1991-11-19,129,25.935714285650015,4.7,75.46432652101457,0.0887652,26.146428571549997,53.465,42.16,38.705,3.6739403974420594e-16,-1.0
sj,1991,48,1991-11-26,169,25.810714285700012,55.77,81.08466298778455,0.1463952425,25.935714285650015,4.7,53.465,42.16,-0.12053668025532391,-0.9927088740980539
sj,1991,49,1991-12-03,141,26.210714285800012,9.8,79.75281352856562,0.122133925,25.810714285700012,55.77,4.7,53.465,-0.23931566428755807,-0.9709418174260519
sj,1991,50,1991-12-10,108,25.52857142865001,17.1,78.4025109474866,0.15937679999999999,26.210714285800012,9.8,55.77,4.7,-0.3546048870425354,-0.9350162426854149
sj,1991,51,1991-12-17,78,24.99285714300001,3.05,72.71838775300805,0.05524993989658561,25.52857142865001,17.1,9.8,55.77,-0.46472317204376784,-0.8854560256532102
sj,1991,52,1991-12-24,70,23.85714285705002,6.85,76.08482792261461,0.128734725,24.99285714300001,3.05,17.1,9.8,-0.5680647467311561,-0.8229838658936561
sj,1992,1,1992-01-01,81,24.399450059407407,96.77587090784515,78.55090189539098,0.162404175,23.85714285705002,6.85,3.05,17.1,-0.6631226582407951,-0.7485107481711012
sj,1992,2,1992-01-08,104,25.314285714050023,129.525,80.71386393508304,0.106477075,24.399450059407407,96.77587090784515,6.85,3.05,-0.7485107481711006,-0.6631226582407957
sj,1992,3,1992-01-15,90,24.90357142870002,17.709999999999997,83.69971163035855,0.21254285,25.314285714050023,129.525,96.77587090784515,6.85,-0.8229838658936557,-0.5680647467311568
sj,1992,4,1992-01-22,85,24.521428571550004,0.65,77.58112555552873,0.1528244,24.90357142870002,17.709999999999997,129.525,96.77587090784515,-0.885456025653209,-0.4647231720437701
sj,1992,5,1992-01-29,55,24.600000000000016,4.6,74.84858162743302,0.12234661417907097,24.521428571550004,0.65,17.709999999999997,129.525,-0.9350162426854141,-0.3546048870425378
sj,1992,6,1992-02-05,53,24.34642857165,1.5,76.48127739788583,0.12146844999999999,24.600000000000016,4.6,0.65,17.709999999999997,-0.9709418174260522,-0.2393156642875571
sj,1992,7,1992-02-12,65,25.4678571428,-1.6129709549420772,82.13357262346531,0.155335727401976,24.34642857165,1.5,4.6,0.65,-0.992708874098054,-0.12053668025532294
sj,1992,8,1992-02-19,33,25.357142857050004,-1.9135155113079936,76.75401732846161,0.17390452239340562,25.4678571428,-1.6129709549420772,1.5,4.6,-1.0,-4.286263797015736e-16
sj,1992,9,1992-02-26,38,24.907142857350003,0.7176976879800847,75.54607432706266,0.1292125,25.357142857050004,-1.9135155113079936,-1.6129709549420772,1.5,-0.9927088740980541,0.12053668025532208
sj,1992,10,1992-03-04,59,25.153571428550016,1.45,76.51139337122103,0.16760069235227928,24.907142857350003,0.7176976879800847,-1.9135155113079936,-1.6129709549420772,-0.9709418174260523,0.23931566428755627
sj,1992,11,1992-03-11,40,25.210714285849996,14.559999999999999,77.66145967343164,0.11502499999999999,25.153571428550016,1.45,0.7176976879800847,-1.9135155113079936,-0.9350162426854149,0.35460488704253534
sj,1992,12,1992-03-18,37,25.55,2.4,76.94973067006606,0.10334642499999999,25.210714285849996,14.559999999999999,1.45,0.7176976879800847,-0.8854560256532104,0.4647231720437678
sj,1992,13,1992-03-25,29,25.239285714500006,1.15,79.68111109226143,0.09468250730524416,25.55,2.4,14.559999999999999,1.45,-0.8229838658936562,0.5680647467311561
sj,1992,14,1992-04-01,30,25.574999999800017,73.185,77.82754450907629,0.136891675,25.239285714500006,1.15,2.4,14.559999999999999,-0.7485107481711012,0.6631226582407951
sj,1992,15,1992-04-08,30,26.35714285735,21.605,75.87837442247573,0.120564275,25.574999999800017,73.185,1.15,2.4,-0.6631226582407957,0.7485107481711006
sj,1992,16,1992-04-15,28,25.83214285715001,53.805,83.6646441825892,0.1261494075,26.35714285735,21.605,73.185,1.15,-0.5680647467311554,0.8229838658936567
sj,1992,17,1992-04-22,23,25.88928571420002,20.38,77.96947549514469,0.128035725,25.83214285715001,53.805,21.605,73.185,-0.4647231720437686,0.8854560256532099
sj,1992,18,1992-04-29,24,26.371428571200013,0.8,74.1230381956174,0.05893928750000001,25.88928571420002,20.38,53.805,21.605,-0.3546048870425362,0.9350162426854146
sj,1992,19,1992-05-06,29,26.039285714350022,22.96,77.97979256113209,0.17883392499999998,26.371428571200013,0.8,20.38,53.805,-0.2393156642875589,0.9709418174260518
sj,1992,20,1992-05-13,26,26.40357142845,5.52,77.89506246416353,0.090260425,26.039285714350022,22.96,0.8,20.38,-0.12053668025532475,0.9927088740980538
sj,1992,21,1992-05-20,23,26.63214285705,46.974999999999994,85.10887873967997,0.0726958325,26.40357142845,5.52,22.96,0.8,1.2864981197413093e-15,1.0
sj,1992,22,1992-05-27,20,26.514285714300012,133.225,86.91530251891528,0.17826489108302915,26.63214285705,46.974999999999994,5.52,22.96,0.12053668025532378,0.9927088740980539
sj,1992,23,1992-06-03,19,26.78928571450001,73.07000000000001,85.45029121782926,0.118478575,26.514285714300012,133.225,46.974999999999994,5.52,0.23931566428755793,0.970941817426052
sj,1992,24,1992-06-10,20,27.007142857000026,72.805,84.69069798348775,0.0959232,26.78928571450001,73.07000000000001,133.225,46.974999999999994,0.3546048870425353,0.9350162426854149
sj,1992,25,1992-06-17,26,27.046428571350013,40.935,84.11363644013542,0.1577107,27.007142857000026,72.805,73.07000000000001,133.225,0.46472317204376773,0.8854560256532104
sj,1992,26,1992-06-24,29,27.442857142850016,29.18,82.77743751579672,0.1286325,27.046428571350013,40.935,72.805,73.07000000000001,0.5680647467311546,0.8229838658936572
sj,1992,27,1992-07-01,31,28.2285714288,6.92,78.82928598415594,0.150275,27.442857142850016,29.18,40.935,72.805,0.663122658240795,0.7485107481711013
sj,1992,28,1992-07-08,28,28.071428571300007,1.83,77.80648689961576,0.16920283325632163,28.2285714288,6.92,29.18,40.935,0.7485107481711005,0.6631226582407957
sj,1992,29,1992-07-15,26,27.15357142880002,69.67,79.98167604833819,0.140543325,28.071428571300007,1.83,6.92,29.18,0.8229838658936556,0.5680647467311569
sj,1992,30,1992-07-22,32,26.889285714050025,37.254999999999995,81.55168048821544,0.046395,27.15357142880002,69.67,1.83,6.92,0.8854560256532098,0.4647231720437687
sj,1992,31,1992-07-29,35,26.964285714200003,22.66,82.0476266209003,0.11592975000000001,26.889285714050025,37.254999999999995,69.67,1.83,0.9350162426854146,0.35460488704253623
sj,1992,32,1992-08-05,33,27.41785714270002,37.91,80.35291756492796,0.15526250000000003,26.964285714200003,22.66,37.254999999999995,69.67,0.9709418174260521,0.23931566428755724
sj,1992,33,1992-08-12,30,26.871428571200006,53.724999999999994,82.62310082841556,0.18123212500000002,27.41785714270002,37.91,22.66,37.254999999999995,0.992708874098054,0.12053668025532305
sj,1992,34,1992-08-19,52,27.400000000150023,55.46,81.67811201651685,0.157389275,26.871428571200006,53.724999999999994,37.91,22.66,1.0,5.51091059616309e-16
sj,1992,35,1992-08-26,59,27.63928571420001,15.4,78.58524570304672,0.142725,27.400000000150023,55.46,53.724999999999994,37.91,0.9927088740980541,-0.12053668025532197
sj,1992,36,1992-09-02,67,27.86785714280001,34.025,79.03729725303455,0.14792416347676798,27.63928571420001,15.4,55.46,53.724999999999994,0.9709418174260525,-0.23931566428755616
sj,1992,37,1992-09-09,65,27.317857142800023,22.47,79.75991747558804,0.187836625,27.86785714280001,34.025,15.4,55.46,0.9350162426854156,-0.35460488704253357
sj,1992,38,1992-09-16,74,27.532142856950017,35.11,79.2432103010294,0.11513809249999998,27.317857142800023,22.47,34.025,15.4,0.8854560256532096,-0.46472317204376923
sj,1992,39,1992-09-23,70,26.89285714305,78.225,83.40080032441364,0.17441784999999999,27.532142856950017,35.11,22.47,34.025,0.8229838658936562,-0.568064746731156
sj,1992,40,1992-09-30,61,27.264285714200014,60.150000000000006,81.02990928262551,0.14420832500000003,26.89285714305,78.225,35.11,22.47,0.7485107481711013,-0.663122658240795
sj,1992,41,1992-10-07,53,28.032142857350024,11.55,79.49996473179915,0.153240175,27.264285714200014,60.150000000000006,78.225,35.11,0.6631226582407959,-0.7485107481711005
sj,1992,42,1992-10-14,76,28.11785714305001,13.475,77.52010996042168,0.228203575,28.032142857350024,11.55,60.150000000000006,78.225,0.5680647467311569,-0.8229838658936556
sj,1992,43,1992-10-21,61,27.71071428555002,12.04,77.67509184489353,0.0582,28.11785714305001,13.475,11.55,60.150000000000006,0.46472317204376873,-0.8854560256532098
sj,1992,44,1992-10-28,57,27.682142857200013,49.59,78.7351803185702,0.11940715,27.71071428555002,12.04,13.475,11.55,0.3546048870425363,-0.9350162426854146
sj,1992,45,1992-11-04,44,27.542857142850025,39.1,80.90998770301161,0.170466675,27.682142857200013,49.59,12.04,13.475,0.23931566428755902,-0.9709418174260517
sj,1992,46,1992-11-11,34,26.799999999950018,100.53,78.5130760088102,0.1041125,27.542857142850025,39.1,49.59,12.04,0.12053668025532488,-0.9927088740980538
sj,1992,47,1992-11-18,47,25.91071428585,34.769999999999996,80.27984524250513,0.08272975500000002,26.799999999950018,100.53,39.1,49.59,6.123233995736766e-16,-1.0
sj,1992,48,1992-11-25,60,26.4964285715,46.86,85.31632067087658,0.12031905,25.91071428585,34.769999999999996,100.53,39.1,-0.12053668025532366,-0.992708874098054
sj,1992,49,1992-12-02,60,26.014285714300016,58.165,82.32495402353646,0.12756042499999998,26.4964285715,46.86,34.769999999999996,100.53,-0.23931566428755782,-0.970941817426052
sj,1992,50,1992-12-09,53,26.33928571415002,47.84,77.82887189306663,0.14468095,26.014285714300016,58.165,46.86,34.769999999999996,-0.3546048870425352,-0.9350162426854149
sj,1992,51,1992-12-16,36,26.02142857135002,23.75,76.00142165207754,0.1146281250216524,26.33928571415002,47.84,58.165,46.86,-0.4647231720437692,-0.8854560256532096
sj,1992,52,1992-12-23,31,25.057142857150023,2.75,76.25725843746832,0.0545872925,26.02142857135002,23.75,47.84,58.165,-0.5680647467311545,-0.8229838658936572
sj,1993,53,1993-01-01,30,25.12144228000318,22.19983753674903,80.10776238977921,0.03854924356804841,25.057142857150023,2.75,23.75,47.84,-0.663122658240795,-0.7485107481711013
sj,1993,1,1993-01-08,32,25.13571428570002,37.394999999999996,81.62084991223104,0.04928273750000001,25.12144228000318,22.19983753674903,2.75,23.75,-0.7485107481711016,-0.6631226582407945
sj,1993,2,1993-01-15,28,24.346428571500013,11.75,77.10347396208365,0.0772505925,25.13571428570002,37.394999999999996,22.19983753674903,2.75,-0.8229838658936556,-0.568064746731157
sj,1993,3,1993-01-22,33,24.66785714305,3.3,76.3862087649245,0.15735193902731767,24.346428571500013,11.75,37.394999999999996,22.19983753674903,-0.8854560256532098,-0.4647231720437688
sj,1993,4,1993-01-29,33,24.1892857145,7.6,77.41579606736263,0.1002333325,24.66785714305,3.3,11.75,37.394999999999996,-0.935016242685414,-0.354604887042538
sj,1993,5,1993-02-05,35,25.603571428700015,42.685,80.36789113963886,0.0642574375,24.1892857145,7.6,3.3,11.75,-0.9709418174260517,-0.23931566428755907
sj,1993,6,1993-02-12,22,24.539285714300018,1.05,79.23855535157165,0.18411785,25.603571428700015,42.685,7.6,3.3,-0.992708874098054,-0.12053668025532317
sj,1993,7,1993-02-19,13,25.546428571200007,8.755,76.01058278242672,0.18729257500000002,24.539285714300018,1.05,42.685,7.6,-1.0,1.1028010998692062e-15
sj,1993,8,1993-02-26,13,24.710714285500025,2.75,75.90205739894313,0.19072043930457783,25.546428571200007,8.755,1.05,42.685,-0.9927088740980542,0.12053668025532184
sj,1993,9,1993-03-05,21,24.8321428572,1.15,72.68323251606535,0.151666675,24.710714285500025,2.75,8.755,1.05,-0.970941817426052,0.23931566428755777
sj,1993,10,1993-03-12,17,24.196428571500018,1.25,70.14596038289274,0.1913583325,24.8321428572,1.15,2.75,8.755,-0.9350162426854156,0.35460488704253346
sj,1993,11,1993-03-19,11,25.896428571300003,5.09,77.36221255415524,0.064901175,24.196428571500018,1.25,1.15,2.75,-0.8854560256532104,0.46472317204376756
sj,1993,12,1993-03-26,8,25.33214285695,19.9,76.56717870481359,0.13115000000000002,25.896428571300003,5.09,1.25,1.15,-0.8229838658936564,0.5680647467311559
sj,1993,13,1993-04-02,8,25.589285714350027,2.05,80.50093403761898,0.1164583325,25.33214285695,19.9,5.09,1.25,-0.7485107481711025,0.6631226582407935
sj,1993,14,1993-04-09,6,25.97142857150002,6.045,78.17573377168887,0.12149296284305414,25.589285714350027,2.05,19.9,5.09,-0.663122658240796,0.7485107481711004
sj,1993,15,1993-04-16,6,25.96071428570001,15.719999999999999,78.8777052287048,0.0386125,25.97142857150002,6.045,2.05,19.9,-0.5680647467311556,0.8229838658936566
sj,1993,16,1993-04-23,7,25.232142857200003,61.625,80.66022023710241,0.106689275,25.96071428570001,15.719999999999999,6.045,2.05,-0.4647231720437704,0.8854560256532089
sj,1993,17,1993-04-30,12,26.514285714350024,30.825000000000003,81.33713868760472,0.11707290898844744,25.232142857200003,61.625,15.719999999999999,6.045,-0.35460488704253645,0.9350162426854145
sj,1993,18,1993-05-07,17,25.989285714450013,75.825,83.95839998609509,0.10692499999999999,26.514285714350024,30.825000000000003,61.625,15.719999999999999,-0.2393156642875574,0.9709418174260521
sj,1993,19,1993-05-14,10,25.507142857200023,26.6,84.3563949841993,0.08489107500000001,25.989285714450013,75.825,30.825000000000003,61.625,-0.120536680255325,0.9927088740980538
sj,1993,20,1993-05-21,10,26.899999999800006,9.719999999999999,81.980069994448,0.158220825,25.507142857200023,26.6,75.825,30.825000000000003,-7.347880794884119e-16,1.0
sj,1993,21,1993-05-28,18,27.585714285949997,55.135000000000005,85.25103249540112,0.059292857500000004,26.899999999800006,9.719999999999999,26.6,75.825,0.12053668025532001,0.9927088740980544
sj,1993,22,1993-06-04,19,26.70357142845002,60.25,86.59928569035567,0.10698392500000001,27.585714285949997,55.135000000000005,9.719999999999999,26.6,0.23931566428755943,0.9709418174260516
sj,1993,23,1993-06-11,12,28.74285714300002,4.890000000000001,80.31989941042963,0.11507602742892892,26.70357142845002,60.25,55.135000000000005,9.719999999999999,0.35460488704253507,0.935016242685415
sj,1993,24,1993-06-18,22,26.9214285713,44.275,81.23591446005001,0.15010583528097451,28.74285714300002,4.890000000000001,60.25,55.135000000000005,0.46472317204376906,0.8854560256532096
