city,year,weekofyear,week_start_date,total_cases,T,P,H,V,T_lag1,P_lag1,P_lag2,P_lag3,sin_season,cos_season,i_h,r_h,s_h,s_h_smooth,i_h_smooth,r_h_smooth,ds_h_dt,di_h_dt,dr_h_dt
iq,2001,1,2001-01-01,0,26.584523809650022,49.005,94.9557142857,0.25520715,28.525000000000013,1.95,89.13,12.665,0.3546048870425358,-0.9350162426854148,0.0,0.10000033000000001,0.89999967,0.8999992454220767,4.220779220779215e-07,0.10000033249999987,2.069859307840538e-07,-2.1645021645021612e-07,9.464285716243026e-09
iq,2001,2,2001-01-08,0,26.63214285700002,64.875,82.3471428571,0.261770825,26.584523809650022,49.005,1.95,89.13,0.2393156642875576,-0.970941817426052,0.0,0.10000033000000001,0.89999967,0.8999995109848472,1.515151515151513e-07,0.10000033749999987,3.2592532467345947e-07,-3.2467532467532417e-07,-1.250000006280949e-09
iq,2001,3,2001-01-15,0,27.06785714300002,100.855,84.1757142857,0.178261325,26.63214285700002,64.875,49.005,1.95,0.120536680255323,-0.992708874098054,0.0,0.10000033000000001,0.89999967,0.899999897272726,-2.272727272727269e-07,0.10000032999999986,7.950757574537448e-08,-7.575757575757566e-08,-3.7500000049650595e-09
iq,2001,4,2001-01-22,0,24.61904761885,108.46,94.0571428571,0.196541675,27.06785714300002,100.855,64.875,49.005,-3.216245299353273e-16,-1.0,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,-1.136363636522475e-07,1.1363636363636344e-07,0.0
iq,2001,5,2001-01-29,0,24.691666666650026,117.49,95.4071428571,0.3251559499999999,24.61904761885,108.46,100.855,64.875,-0.1205366802553228,-0.992708874098054,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,0.0,0.0,0.0
iq,2001,6,2001-02-05,0,25.1642857145,17.615,89.08,0.204475,24.691666666650026,117.49,108.46,100.855,-0.2393156642875574,-0.970941817426052,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,0.0,0.0,0.0
iq,2001,7,2001-02-12,0,24.8214285715,74.97,94.8842857143,0.1490149,25.1642857145,17.615,117.49,108.46,-0.3546048870425356,-0.9350162426854148,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,0.0,0.0,0.0
iq,2001,8,2001-02-19,0,25.38095238115001,27.135,92.8428571429,0.13286785,24.8214285715,74.97,17.615,117.49,-0.464723172043768,-0.8854560256532101,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,0.0,0.0,0.0
iq,2001,9,2001-02-26,0,25.8585714285,34.120000000000005,93.3142857143,0.26291,25.38095238115001,27.135,74.97,17.615,-0.5680647467311556,-0.8229838658936566,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,0.0,0.0,0.0
iq,2001,10,2001-03-05,0,26.371428571500022,102.585,94.0928571429,0.2210607249999999,25.8585714285,34.120000000000005,27.135,74.97,-0.663122658240795,-0.7485107481711013,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,0.0,0.0,0.0
iq,2001,11,2001-03-12,0,26.0142857145,57.120000000000005,94.0942857143,0.19819225,26.371428571500022,102.585,34.120000000000005,27.135,-0.7485107481711011,-0.6631226582407952,0.0,0.10000033000000001,0.89999967,0.8999996699999987,0.0,0.10000032999999986,1.1738636362945698e-07,-1.1363636363636344e-07,-3.7499999980261656e-09
iq,2001,12,2001-03-19,0,27.01666666665001,80.57499999999999,82.8014285714,0.2077655,26.0142857145,57.120000000000005,102.585,34.120000000000005,-0.8229838658936564,-0.5680647467311559,0.0,0.10000033000000001,0.89999967,0.899999904772726,-2.272727272727269e-07,0.10000032249999986,-7.450757577576184e-08,7.575757575757566e-08,-1.2499999924031613e-09
iq,2001,13,2001-03-26,0,25.75000000000002,87.03,95.9242857143,0.135027735,27.01666666665001,80.57499999999999,57.120000000000005,102.585,-0.8854560256532096,-0.4647231720437691,0.0,0.10000033000000001,0.89999967,0.8999995209848471,1.515151515151513e-07,0.10000032749999987,-3.3413961036954376e-07,3.2467532467532417e-07,9.464285716243026e-09
iq,2001,14,2001-04-02,0,25.91928571450002,66.33,96.7371428571,0.2750893,25.75000000000002,87.03,80.57499999999999,57.120000000000005,-0.9350162426854148,-0.3546048870425359,0.0,0.10000033000000001,0.89999967,0.8999992364935052,4.220779220779215e-07,0.1000003414285713,-2.3305735924461501e-07,2.1645021645021612e-07,1.6607142855340484e-08
iq,2001,15,2001-04-09,0,25.805000000000017,100.46,94.6028571429,0.3684714,25.91928571450002,66.33,87.03,80.57499999999999,-0.970941817426052,-0.2393156642875577,0.0,0.10000033000000001,0.89999967,0.8999990548701287,5.844155844155835e-07,0.10000036071428559,-1.2840367968891542e-07,1.0822510822510808e-07,2.0178571424889213e-08
iq,2001,16,2001-04-16,1,26.17,61.515,94.6157142857,0.316092875,25.805000000000017,100.46,66.33,87.03,-0.992708874098054,-0.1205366802553235,2.5e-06,0.10000041250000001,0.8999970875,0.8999989796861458,6.385281385281377e-07,0.10000038178571415,9.720779214905662e-08,-1.1363636363636346e-07,1.6428571426863048e-08
iq,2001,17,2001-04-23,0,26.845238095150016,46.455000000000005,88.1485714286,0.24065715,26.17,61.515,100.46,66.33,-1.0,-1.8369701987210294e-16,0.0,0.10000041250000001,0.8999995875,0.899999249285713,3.5714285714285663e-07,0.10000039357142844,1.3449675329013644e-07,-1.4610389610389586e-07,1.1607142864911157e-08
iq,2001,18,2001-04-30,0,26.5625,72.88499999999999,92.1928571429,0.2521,26.845238095150016,46.455000000000005,61.515,100.46,-0.992708874098054,0.1205366802553232,0.0,0.10000041250000001,0.8999995875,0.8999992486796524,3.4632034632034593e-07,0.10000040499999988,-2.0166125541676294e-07,1.8398268398268371e-07,1.7678571433143997e-08
iq,2001,19,2001-05-07,0,25.825000000000006,55.78,95.82,0.219646425,26.5625,72.88499999999999,46.455000000000005,61.515,-0.970941817426052,0.2393156642875573,0.0,0.10000041250000001,0.8999995875,0.8999988459632021,7.251082251082241e-07,0.1000004289285713,-2.4127164510723276e-07,2.1645021645021612e-07,2.482142856530256e-08
iq,2001,20,2001-05-14,0,25.970038542363355,37.04,98.3414285714,0.30029465,25.825000000000006,55.78,72.88499999999999,46.455000000000005,-0.9350162426854148,0.3546048870425355,0.0,0.10000041250000001,0.8999995875,0.8999987661363622,7.792207792207782e-07,0.100000454642857,-1.6456709955869897e-07,1.352813852813851e-07,2.9285714277238473e-08
iq,2001,21,2001-05-21,1,26.12023809515001,67.455,94.71,0.282755975,25.970038542363355,37.04,55.78,72.88499999999999,-0.8854560256532101,0.464723172043768,2.5e-06,0.10000049500000001,0.899997005,0.899998516829003,9.956709956709943e-07,0.10000048749999986,-3.367261903752805e-07,2.9761904761904717e-07,3.9107142857375266e-08
iq,2001,22,2001-05-28,1,26.05000000000001,61.035,91.4657142857,0.32726075,26.12023809515001,67.455,37.04,55.78,-0.822983865893657,0.5680647467311548,2.5e-06,0.1000005775,0.8999969225,0.8999980926839815,1.3744588744588725e-06,0.10000053285714272,-2.62700216469014e-07,2.1645021645021612e-07,4.625000000341162e-08
iq,2001,23,2001-06-04,0,25.804761904850015,71.72999999999999,89.4871428571,0.26154525,26.05000000000001,61.035,67.455,37.04,-0.7485107481711011,0.6631226582407952,0.0,0.1000005775,0.8999994225,0.8999979914285701,1.4285714285714265e-06,0.10000057999999987,6.554653675383548e-08,-1.0822510822510811e-07,4.2678571426923995e-08
iq,2001,24,2001-06-11,0,25.08285714300001,42.115,94.0171428571,0.263316075,25.804761904850015,71.72999999999999,61.035,67.455,-0.6631226582407955,0.7485107481711007,0.0,0.1000005775,0.8999994225,0.899998223777055,1.1580086580086563e-06,0.10000061821428557,4.0450757576859786e-07,-4.3290043290043223e-07,2.8392857141790184e-08
iq,2001,25,2001-06-18,1,25.285714285500017,31.915,88.1714285714,0.096439285,25.08285714300001,42.115,71.72999999999999,61.035,-0.5680647467311559,0.8229838658936564,2.5e-06,0.10000066,0.89999684,0.8999988004437216,5.62770562770562e-07,0.10000063678571415,3.8525432899394474e-07,-4.0043290043289983e-07,1.5178571427520993e-08
iq,2001,26,2001-06-25,0,24.456452237333032,16.11,79.3228571429,0.277364275,25.285714285500017,31.915,42.115,71.72999999999999,-0.4647231720437684,0.88545602565321,0.0,0.10000066,0.89999934,0.899998994285713,3.5714285714285663e-07,0.10000064857142843,5.748917752956828e-08,-7.034632034632028e-08,1.2857142857314319e-08
iq,2001,27,2001-07-02,0,25.200000000000017,61.1,84.8571428571,0.2337482,24.456452237333032,16.11,31.915,42.115,-0.3546048870425359,0.9350162426854148,0.0,0.10000066,0.89999934,0.8999989154220767,4.220779220779215e-07,0.10000066249999987,9.334956707629516e-08,-1.0281385281385266e-07,9.464285716243026e-09
iq,2001,28,2001-07-09,0,25.610714285500013,30.695,88.3228571429,0.3436506,25.200000000000017,61.1,16.11,31.915,-0.2393156642875578,0.970941817426052,0.0,0.10000066,0.89999934,0.8999991809848471,1.515151515151513e-07,0.10000066749999986,3.2592532467345947e-07,-3.2467532467532417e-07,-1.250000006280949e-09
iq,2001,29,2001-07-16,0,26.272619047850007,44.425,84.2457142857,0.270240475,25.610714285500013,30.695,61.1,16.11,-0.1205366802553236,0.992708874098054,0.0,0.10000066,0.89999934,0.899999567272726,-2.272727272727269e-07,0.10000065999999985,7.950757580088563e-08,-7.575757575757566e-08,-3.7500000049650595e-09
iq,2001,30,2001-07-23,0,26.21904761885001,39.86,90.8142857143,0.271994025,26.272619047850007,44.425,30.695,61.1,6.432490598706546e-16,1.0,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,-1.136363636522475e-07,1.1363636363636344e-07,0.0
iq,2001,31,2001-07-30,0,26.274285714500003,19.435,82.2257142857,0.188736925,26.21904761885001,39.86,44.425,30.695,0.1205366802553231,0.992708874098054,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,32,2001-08-06,0,27.04285714300001,1.827957717570764,66.6642857143,0.2166214249999999,26.274285714500003,19.435,39.86,44.425,0.2393156642875573,0.970941817426052,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,33,2001-08-13,0,26.880357143,11.57,69.4757142857,0.297010675,27.04285714300001,1.827957717570764,19.435,39.86,0.3546048870425355,0.9350162426854148,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,34,2001-08-20,0,27.13214285700001,28.935,78.3885714286,0.22178215,26.880357143,11.57,1.827957717570764,19.435,0.4647231720437679,0.8854560256532102,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,35,2001-08-27,0,27.282142857000004,39.29,76.9557142857,0.231460725,27.13214285700001,28.935,11.57,1.827957717570764,0.5680647467311555,0.8229838658936566,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,36,2001-09-03,0,27.37321428550001,39.775000000000006,81.9871428571,0.269448225,27.282142857000004,39.29,28.935,11.57,0.6631226582407952,0.7485107481711011,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,37,2001-09-10,0,27.173214285500023,39.05,78.9571428571,0.3215357,27.37321428550001,39.775000000000006,39.29,28.935,0.7485107481711007,0.6631226582407956,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,38,2001-09-17,0,26.8982142855,67.7,84.0328571429,0.35225,27.173214285500023,39.05,39.775000000000006,39.29,0.8229838658936558,0.5680647467311567,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,39,2001-09-24,0,27.50357142850001,19.84,79.3657142857,0.332114275,26.8982142855,67.7,39.05,39.775000000000006,0.8854560256532099,0.4647231720437684,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,40,2001-10-01,0,27.92857142850001,38.81,78.33,0.322939275,27.50357142850001,19.84,67.7,39.05,0.9350162426854148,0.354604887042536,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,41,2001-10-08,0,27.830357143,44.825,74.4185714286,0.448014875,27.92857142850001,38.81,19.84,67.7,0.970941817426052,0.2393156642875578,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,0.0,0.0,0.0
iq,2001,42,2001-10-15,0,28.341666666650006,118.445,72.1628571429,0.33371785,27.830357143,44.825,38.81,19.84,0.992708874098054,0.1205366802553236,0.0,0.10000066,0.89999934,0.8999993399999987,0.0,0.10000065999999985,1.1738636362945698e-07,-1.1363636363636344e-07,-3.7499999980261656e-09
iq,2001,43,2001-10-22,0,27.49404761885002,83.125,90.2657142857,0.18845535,28.341666666650006,118.445,44.825,38.81,1.0,3.061616997868383e-16,0.0,0.10000066,0.89999934,0.899999574772726,-2.272727272727269e-07,0.10000065249999986,4.2878787909206295e-08,-3.787878787878779e-08,-4.999999997368221e-09
iq,2001,44,2001-10-29,0,26.99857142850002,79.765,85.5728571429,0.214266675,27.49404761885002,83.125,118.445,44.825,0.992708874098054,-0.120536680255323,0.0,0.10000066,0.89999934,0.8999994257575745,-7.575757575757558e-08,0.10000064999999986,-2.912608225158486e-07,2.867965367965364e-07,4.464285711935911e-09
iq,2001,45,2001-11-05,0,27.06250000000001,34.82,89.0042857143,0.3287143,26.99857142850002,79.765,83.125,118.445,0.970941817426052,-0.2393156642875581,0.0,0.10000066,0.89999934,0.8999989922510809,3.4632034632034593e-07,0.10000066142857128,-4.0693181824202895e-07,3.896103896103891e-07,1.732142856925023e-08
iq,2001,46,2001-11-12,0,27.93428571450002,52.86,87.4814285714,0.270475,27.06250000000001,34.82,79.765,83.125,0.9350162426854148,-0.3546048870425354,0.0,0.10000066,0.89999934,0.899998611893938,7.034632034632026e-07,0.100000684642857,-3.7507034633676994e-07,3.463203463203459e-07,2.875000000568395e-08
iq,2001,47,2001-11-19,1,27.455357143000025,48.445,88.8371428571,0.36058275,27.93428571450002,52.86,34.82,79.765,0.8854560256532102,-0.4647231720437679,2.5e-06,0.1000007425,0.8999967575,0.8999982421103883,1.0389610389610377e-06,0.10000071892857129,-1.2305627705155864e-06,1.1634199134199116e-06,6.714285714914947e-08
iq,2001,48,2001-11-26,1,27.359523809650007,29.83,87.3771428571,0.334572025,27.455357143000025,48.445,52.86,34.82,0.8229838658936571,-0.5680647467311547,2.5e-06,0.100000825,0.899996675,0.899996150768397,3.030303030303026e-06,0.1000008189285713,-1.4645995670692358e-06,1.3528138528138511e-06,1.1178571428238637e-07
iq,2001,49,2001-12-03,1,27.748214285500005,34.980000000000004,87.24,0.30031425,27.359523809650007,29.83,48.445,52.86,0.7485107481711012,-0.6631226582407952,2.5e-06,0.1000009075,0.8999965925,0.8999953129112541,3.74458874458874e-06,0.10000094249999986,-2.5153138533129393e-07,1.3528138528138554e-07,1.1625000000126118e-07
iq,2001,50,2001-12-10,2,27.14142857150001,106.61,96.1185714286,0.295945225,27.748214285500005,34.980000000000004,29.83,48.445,0.6631226582407956,-0.7485107481711006,5e-06,0.10000107250000001,0.8999939275,0.8999956477056263,3.300865800865797e-06,0.1000010514285713,-4.4045995672981064e-07,3.1385281385281385e-07,1.266071428529525e-07
iq,2001,51,2001-12-17,4,26.801785714500006,50.925,93.9471428571,0.2109893,27.14142857150001,106.61,34.980000000000004,29.83,0.5680647467311568,-0.8229838658936557,1e-05,0.1000014025,0.8999885975,0.8999944319913407,4.372294372294368e-06,0.10000119571428556,-2.5134632034573556e-06,2.3106060606060583e-06,2.0285714284751233e-07
iq,2001,52,2001-12-24,1,26.775000000000023,62.91,96.3557142857,0.3166889,26.801785714500006,50.925,106.61,34.980000000000004,0.4647231720437685,-0.8854560256532099,2.5e-06,0.100001485,0.8999960149999999,0.8999906207792194,7.922077922077914e-06,0.10000145714285699,-7.67645562771424e-06,7.2348484848484745e-06,4.4160714286756164e-07
iq,2002,1,2002-01-01,4,26.335714285500025,57.73,94.5885714286,0.37569645,26.775000000000023,62.91,50.925,106.61,0.354604887042536,-0.9350162426854146,1e-05,0.10000181500000001,0.899988185,0.8999790790800852,1.8841991341991317e-05,0.1000020789285713,-1.0620681818118705e-05,9.853896103896089e-06,7.66785714284568e-07
iq,2002,2,2002-01-08,11,28.54404761885001,35.945,76.6028571429,0.374275,26.335714285500025,57.73,62.91,50.925,0.2393156642875587,-0.9709418174260518,2.75e-05,0.1000027225,0.8999697775000001,0.8999693794155832,2.762987012987009e-05,0.10000299071428556,-8.654031385280092e-06,7.635281385281372e-06,1.0187499999980698e-06
iq,2002,3,2002-01-15,16,28.27857142850001,13.885,75.2042857143,0.2156018,28.54404761885001,35.945,57.73,62.91,0.1205366802553228,-0.992708874098054,4e-05,0.1000040425,0.8999559575,0.8999617710173147,3.411255411255406e-05,0.1000041164285713,-8.900405844225467e-06,7.629870129870118e-06,1.270535714290033e-06
iq,2002,4,2002-01-22,23,27.3342857145,69.535,81.5271428571,0.1266393,28.27857142850001,13.885,35.945,57.73,3.673940397442059e-16,-1.0,5.75e-05,0.10000594,0.89993656,0.8999515786038947,4.2889610389610325e-05,0.10000553178571414,-6.385227272698302e-06,4.951298701298695e-06,1.4339285714232153e-06
iq,2002,5,2002-01-29,12,25.525,89.8,96.2671428571,0.099215276862326,27.3342857145,69.535,13.885,35.945,-0.1205366802553239,-0.992708874098054,3e-05,0.10000693000000001,0.89996307,0.8999490005627693,4.401515151515145e-05,0.10000698428571414,9.529274891950656e-07,-2.3106060606060554e-06,1.3576785714286554e-06
iq,2002,6,2002-02-05,14,25.083928571500024,37.540000000000006,96.6414285714,0.1778542,25.525,89.8,69.535,13.885,-0.239315664287558,-0.970941817426052,3.5e-05,0.10000808500000001,0.899956915,0.8999534844588731,3.8268398268398214e-05,0.100008247142857,4.774361471837629e-06,-5.93614718614718e-06,1.1617857142848242e-06
iq,2002,7,2002-02-12,18,26.996428571500008,83.58500000000001,93.4385714286,0.298621425,25.083928571500024,37.540000000000006,89.8,69.535,-0.3546048870425354,-0.9350162426854148,4.5e-05,0.10000957,0.89994543,0.899958549285713,3.214285714285709e-05,0.10000930785714271,5.573955627724558e-06,-6.520562770562761e-06,9.466071428654299e-07
iq,2002,8,2002-02-19,8,26.44571428550001,25.73,92.05,0.11808689,26.996428571500008,83.58500000000001,37.540000000000006,89.8,-0.4647231720437678,-0.8854560256532102,2e-05,0.10001023,0.89996977,0.8999646323701286,2.5227272727272692e-05,0.10001014035714273,2.580573593036206e-06,-3.4145021645021566e-06,8.339285714337175e-07
iq,2002,9,2002-02-26,7,25.871428571500022,63.870000000000005,97.1571428571,0.1488178725,26.44571428550001,25.73,83.58500000000001,37.540000000000006,-0.5680647467311561,-0.8229838658936561,1.75e-05,0.1000108075,0.8999716925,0.899963710432899,2.5313852813852777e-05,0.10001097571428558,1.8827272726951172e-06,-2.629870129870125e-06,7.471428571381722e-07
iq,2002,10,2002-03-05,10,27.328571428500016,70.57,91.2214285714,0.2843375,25.871428571500022,63.870000000000005,25.73,83.58500000000001,-0.6631226582407951,-0.7485107481711012,2.5e-05,0.1000116325,0.8999633674999999,0.899968397824674,1.996753246753244e-05,0.100011634642857,2.9309632035290356e-06,-3.5606060606060553e-06,6.296428571445079e-07
iq,2002,11,2002-03-12,7,26.975,25.53,89.7785714286,0.249233325,27.328571428500016,70.57,63.870000000000005,25.73,-0.7485107481711006,-0.6631226582407957,1.75e-05,0.10001221,0.89997029,0.8999695723593061,1.8192640692640666e-05,0.10001223499999987,6.349567099883657e-08,-6.709956709956709e-07,6.07499999992489e-07
